Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Thathamme Poocha Poocha,1984,120,5.0,0,5819,9
Dil Diya Hai,2006,121,3.5,469,81924,5
Dil Hona Chahida Jawan,2018,120,5.0,0,8,13
Bhagyada Lakshmi Baramma,1986,156,8.3,117,58,6
Love Today,1997,151,7.0,255,819,16
Natyathara,1955,120,5.0,0,0,9
Atkan Chatkan,2020,126,7.9,1727,815,5
Rong Berong,2011,120,5.0,0,19,2
Makeup Man,2011,150,5.2,264,5,9
Jersey,2019,157,8.5,9305,822,17
Annaiyin Aanai,1958,137,6.5,11,0,16
Padikkatha Methai,1960,165,7.0,31,0,16
Charuulata 2011,2012,130,5.8,117,8,2
Lara Lappa,1970,120,5.0,0,0,13
Thirudargal Jagirathai,1958,120,5.0,0,0,16
Mayura,1976,120,8.6,40,8,5
Thittakudi,2010,140,5.0,0,8,16
Chinnaabbulu,1995,120,5.0,0,5,17
Don Chera,2006,140,5.0,0,8,16
Annoru Ravil,1986,120,5.0,0,0,9
Khoj,2017,116,6.8,447,61624,11
Krishnarajunulu,1982,163,5.4,14,18,17
PR,0,120,5.0,0,8,13
Amodini,1994,101,5.8,19,510,2
One Night Stand,2016,97,3.1,1143,819,5
Raj Tarang,1935,120,5.0,0,0,5
Jeevitham Mukhyam Binile..!,2020,5,5.0,0,215,9
Vaishali,1983,120,5.0,0,5,5
Verdict,2019,78,3.7,9,16,5
Astu - So Be It,2013,121,7.3,158,89,10
Gahan,0,112,5.0,0,24,5
Sardar,1940,120,5.0,0,0,5
Meri Pyari Nimmo,1993,120,5.0,0,8,5
Bigalito Karuna Janhabi Jamuna,1972,135,5.0,0,8,2
Bin Roye,2016,40,7.4,23,819,12
Untitled Sathyan Biopic,0,120,5.0,0,4,9
Mukti,1937,139,6.8,16,8,2
London Bridge,2014,120,4.4,243,819,9
Udhari Babu,0,120,5.0,0,8915,3
Chaudhry Badshah,1995,120,3.8,5,0,13
Gopal Krishna,1938,132,6.6,10,0,5
Kaththukkutti,2015,120,5.0,0,8,16
Waiting for You,2010,73,5.0,0,0,5
 Traffik,1989,51,7.6,27,68,19
Madhesi,2017,27,5.0,0,721,11
Rihaee,1954,120,5.0,0,0,16
Dev,2019,157,4.8,877,1219,17
Nalai Namadhe,1975,150,7.9,37,8,16
Bharosa,1977,120,5.0,0,0,19
Aavanazhi,1986,156,7.3,346,1624,9
Verukal Thedi,1987,120,5.0,0,0,9
Lalettante Ichakka,2019,120,5.0,0,218,9
Swami,2007,140,6.9,368,8,5
Maheshwari,1955,135,5.0,0,0,16
Sweet Romeo,1999,120,5.0,0,24,5
Aakhri Daku,1978,120,5.6,21,1,5
Veeramum Eeramum,2007,120,5.0,0,8,16
Nanhe Munne,1952,120,5.0,0,0,5
Ivanuku Thanila Gandam,2015,145,5.6,73,5,16
Shabnam Mausi,2005,150,6.2,54,148,5
Playboy,1978,120,7.7,7,15,12
Akalathe Ambili,1985,157,5.0,0,8,9
Chithira Poove,2010,120,5.0,0,8,16
Nethaji,1996,150,3.9,20,119,16
Gul Badan,1937,120,5.0,0,0,5
Ek Gumrah,2000,120,5.0,0,24,5
Bade Dilwala,1999,146,3.6,1284,5819,5
Tourist Home,2013,106,5.0,0,24,9
Vidiyum Vari Kaathiru,1981,132,6.9,50,0,16
Kachhi Kali,2004,86,5.0,0,8,5
Jhep,1971,140,5.0,0,0,10
Unfriends,2019,104,5.0,0,24,5
Yeh Majhdhaar,1996,139,3.4,348,819,5
Yaari Way,2021,120,5.0,0,8,10
Kadhal Ilavasam,2015,161,5.0,0,8,16
Chalagaara,2017,120,5.0,0,8,6
Esthappan,1980,94,6.9,67,8,9
Nervarennu Immani Cherinjoo.. Taa..,2018,126,5.0,0,819,9
Riingata,2015,117,8.4,7,78,11
Sasural,2017,161,5.0,0,1819,5
Nulli Novikkathe,1985,120,5.0,0,0,9
Eid Mubarak,1965,120,3.4,5,0,19
Annakili,1976,134,7.2,18,8,16
Star,1982,120,7.7,52,815,5
Je Bho Ramrai Bho,2003,120,8.1,18,15,11
Adorer Jamai,2011,146,4.7,12,5919,2
Santhosha Kanavukal,1985,120,5.0,0,0,16
Julum,1990,120,5.0,0,0,10
Uljhan,2001,120,4.7,20,8,5
Sragaal,2020,140,5.0,0,81216,5
Bheema Mera Haathi,1973,120,4.4,7,8,5
Priyanka,1994,135,5.9,23,0,16
Ek Mahal Ho Sapno Ka,1975,120,7.0,64,89,5
Momo in Dubai,2021,120,5.0,0,5,9
Gunde Jaari Gallanthayyinde,2013,150,7.1,1467,5819,17
Maai Ke Biruwa,2018,162,5.0,0,8,3
Ek Aadmi,1988,120,5.0,0,8,5
Mayilattam,2004,142,4.0,104,158,9
Bhale Jodi,2016,133,5.9,8,58,6
Kaldogbitte,2015,120,5.0,0,8,6
Guhan,2016,120,5.0,0,8,16
Ladies Doctor,1996,120,5.0,0,5,17
Dharti Veeran Di,1965,120,5.0,0,8,13
Ali Baba,1976,120,5.0,0,1210,5
Lily Bily,2018,138,6.4,26,819,11
Jiyo To Aise Jiyo,1981,120,4.3,7,89,5
Mumbai's King,2012,77,6.4,150,8,5
Kahani Kismat Ki,1999,120,5.4,7,1,5
Colors,2009,125,2.8,129,58,9
Tum Bin 2,2016,147,4.8,1169,819,5
Sesh Parichaya,1957,120,5.0,0,8,2
Unmistaken Child,2008,102,7.5,733,7,11
Anmol Ghadi,1946,122,7.3,62,81519,5
Udhayam NH4,2013,155,5.7,619,124,16
Priya: The Charming Girl of India,2019,120,4.0,6,19,5
Anangsena,1931,120,5.0,0,0,5
Ashami Bodhu,1999,120,6.2,8,1,2
Hejjegalu,2013,120,5.0,0,8,6
Mayer Doa,1990,144,5.0,0,8919,2
Daah - Ek Marmsparshi Katha,2020,120,5.0,0,9,10
Ek: The Power of One,2009,140,4.7,322,1824,5
Aag Aur Shola,2001,120,5.0,0,1,5
Bheegi Palkain,1952,120,5.0,0,0,19
Phir Kabhi,1999,145,5.0,0,89,5
Lata Bhagwan Kare,2020,128,9.6,81,48,10
Bade Ghar Ki Beti,1989,138,6.0,61,8,5
Enna Muthalali Sowkiyama,1972,147,5.0,0,0,16
Srimathi Kaavali,1984,120,8.6,41,0,17
Nandanam,2002,145,7.3,782,5819,9
Mangalsutra,1968,145,5.0,0,0,10
Shatamanam Bhavati,2017,129,7.0,1164,8,17
Kuttikalundu Sookshikkuka,2016,130,6.5,20,89,9
Naa,1971,120,3.8,9,3,5
Puthiya Niyamam,2016,132,6.5,1474,1624,9
Ustaad Gulaab Aur Tabla,2017,11,5.0,0,721,19
Adam Ka Janam,1989,120,6.4,5,8,5
Shatranj,1969,168,6.1,32,2416,5
ZERO Made in india,2016,157,9.1,26,8,6
Thikla Kambaniya Kathe,2017,141,5.0,0,8,6
Parisu,1963,120,6.7,7,0,16
Chaarulatha,2012,116,5.3,129,1324,9
Maaya Modalaye,0,120,5.0,0,19,17
Adi Shastra,1998,120,5.0,0,1,5
Mukkaddar,2021,120,5.0,0,19,13
Zulmi,1999,129,4.5,643,18,5
Agni Sanskar,1961,117,6.9,16,8,2
Kendasampige,2015,99,8.3,1863,1924,6
Nasibo,1994,120,7.9,7,1,13
Sakala Kalasala,2019,132,6.8,756,5,9
OMG: Oh My God!,2012,125,8.1,52431,5810,5
Pipsi: A Bottle Full of Hope,2018,98,8.8,15,89,10
Maidan,1968,120,5.0,0,0,13
Hume Toh Loot Liya,2016,120,5.0,0,5,5
Chidambaram Railway Gate,2021,120,5.0,0,8,16
Nirala,1950,120,6.6,30,81924,4
Jabiliamma Pelli,1996,120,5.0,0,9,17
Pramukhan,2009,125,2.0,6,8,9
Padri,2005,120,5.0,0,8,8
Yeh Laal Rang,2005,120,5.0,0,24,5
Raja Makutam,1959,179,6.6,9,1819,17
Parineeta,2005,130,7.2,8805,81519,5
A YouTube Love Story,2016,120,5.0,0,5,13
Nadee Nadanmare Aavashyamunde,1974,120,5.0,0,0,9
Allad,1995,120,5.0,0,0,5
Beautiful Manasugalu,2017,110,7.7,131,81924,6
Mimics Parade,1991,127,6.4,125,5,9
Jugnu,1947,120,7.5,81,81519,5
Gangchil,0,120,5.0,0,8,2
 Alif Laila,1997,120,5.0,0,210,19
Caravan,1944,120,5.0,0,0,5
Boys and Girls,2007,105,5.0,0,19,17
Aayirappara,1993,141,6.0,50,158,9
Kochadaiiyaan,2014,124,6.3,4803,312,16
Phool Sajya,1975,120,5.0,0,8,2
Guru Sarvabhowma Shri Raghavendra Karune,1980,120,5.0,0,0,6
Paaygoon,1983,120,5.0,0,0,10
Hukumnama,1996,120,5.0,0,124,5
Kajer Manush,2009,120,6.3,6,1,2
Nallavanukku Nallavan,1984,175,6.9,201,819,16
Heirlooms,2018,120,5.0,0,21,19
"Everest: The Mountain at the Millennium, Vol. 1",2003,44,8.0,6,721,11
Tu HI Mera Ganga,1999,120,5.0,0,8,5
Kantaar,2019,117,5.0,0,8,7
Shathru,1993,120,5.0,0,1,5
Ghatak: Lethal,1996,158,7.4,3267,18,5
The Chain and reality of a drug life,2017,23,5.0,0,218,9
ABOOZ MON,1996,120,5.0,0,819,2
Tujha Tu Majha Mi,2017,124,4.6,20,8,10
TuHiRe,2015,130,6.7,93,819,10
Paandi Durai,1992,150,5.0,0,0,16
Anandam Paramanantham,1977,120,5.0,0,8,9
Dhandora,1941,120,5.0,0,0,5
Dyavre,2013,120,5.0,0,8,6
Jai Jawaan Jai Kisaan,2015,100,5.2,28,4812,5
Devdas,2002,140,7.3,91,819,2
 Alif Laila,1997,120,5.0,0,210,19
Amar Prem,1948,120,8.0,39,8,5
Main Khudiram Bose Hun,2020,120,5.0,0,4,5
Aada Bomma,1988,120,5.0,0,0,17
3 Bahadur: The Revenge of Baba Balaam,2016,107,6.7,167,312,19
Parijatak,1951,120,5.0,0,0,10
Zid,1994,129,4.9,17,819,5
Oorukku Ubadesam,1984,169,6.7,6,0,16
Bandhuvulostunnaru Jagratha,1989,120,6.6,27,58,17
Santhoshathil Kalavaram,2018,130,7.1,9,1324,16
Tharattu,1981,120,5.0,0,0,9
Manasaare,2009,120,7.2,199,8,6
Aamdar Majya Kishat,2009,120,5.0,0,8,10
Masterji,1985,178,6.6,92,58,5
Andru Kanda Mugam,1968,164,6.4,5,0,16
Bangaru Bullodu,1993,120,7.4,91,1819,17
M.Zaid Vlogs,2020,120,5.0,0,259,19
Ajinkya,2020,120,5.0,0,0,10
Taj Mahal,1995,156,6.8,16,8,17
Lucky Jokers,2011,120,4.0,10,5,9
Angry Babies in Love,2014,120,4.6,154,5,9
Trunk Call,1960,120,5.0,0,0,5
Perazhagi ISO,2019,108,4.5,21,5820,16
My Story,1993,120,5.0,0,19,5
Ghar Ka Sukh,1987,94,6.6,11,89,5
Kaberi Antardhan,2021,120,5.0,0,8,2
Dance Dosti Aur Ishqool,2015,120,5.0,0,19,5
Awaara,1951,193,7.9,3739,81519,5
C'est la vie!,2017,117,6.9,9736,5819,16
Vikramadithan,1962,120,5.0,0,0,16
Dalimbi,1982,120,5.0,0,8,10
Apoorvam Chilar,1991,123,6.3,24,58,9
Jism Farosh,2005,127,5.0,0,1824,5
Dearth ...Life in Pandemic,2021,10,5.0,0,218,1
Autorsha,2018,133,5.7,83,5,9
Vicky Dada,1989,122,7.1,53,16,5
Mahapurusha,1985,135,5.0,0,0,6
Pedgaoche Shahane,1952,131,5.0,0,0,10
Thodashaas Thosa,1989,120,5.0,0,8,10
Agent 009,1980,120,5.0,0,1,5
Sindhuri,2008,120,5.0,0,8,17
Raja Rani,1971,120,2.0,18,0,19
"#73, Shaanthi Nivaasa",2007,157,7.1,185,8915,18
Alibaba and Forty-one Thieves,1975,120,6.2,11,15,9
The Silent Heroes,2015,115,6.3,63,289,5
Don 2,2011,148,7.1,49822,1624,5
Sanghat,1999,120,5.0,0,8,1
Baidurya Rahasya,1985,120,7.3,17,24,2
Kichamani M.B.A.,2007,120,2.8,81,5,9
Daya,1998,120,7.2,142,5810,9
Pennum Ponnum,1974,120,5.0,0,0,9
Alakh Niranjan,1940,120,5.0,0,0,5
Sedu,2018,120,7.1,7,24,6
Jesus Christ,2004,120,5.0,0,4,9
 Mullah Nasruddin,1990,120,5.0,0,5,19
Server Sundaram Gari Abbai,1995,120,4.2,5,5,17
Anbukkarangal,1965,140,5.0,0,0,16
Suprovat,1976,120,5.0,0,8,2
Rakhta Charitra 2,2010,135,6.4,2540,146,5
Zalim Jawani,1932,139,5.0,0,0,5
Rama Banam,1979,107,8.2,30,8,17
Shodh,1981,120,6.9,11,8,5
The Platform,0,120,5.0,0,61324,5
Freshta,1979,120,5.0,0,8,19
Sthreehridayam,1960,120,5.0,0,0,9
Aasmaan,1984,145,4.8,12,816,5
Gulfam,1961,120,5.0,0,1219,19
The Greed,2015,10,5.0,0,2116,19
Yeh Aag Kab Bujhegi,1991,120,5.9,35,8,5
Black Yellow,2019,72,5.0,0,568,5
Bheegi Raat,1965,157,6.2,40,5819,15
My Life: En Jeevane,2006,120,5.0,0,2119,9
Happy Phirr Bhag Jayegi,2018,136,4.5,1231,5,5
X-The Killer's Theory,0,120,5.0,0,24,5
Iniya,2009,120,5.0,0,8,6
Chhupa Rustam,1973,120,7.1,80,124,5
Vikruthi,2019,123,7.4,1138,5,9
Ram Robert Rahim,1980,154,6.1,37,158,17
4,2013,120,5.0,0,8,16
Dak Bangla,1947,120,5.0,0,89,5
Chaya Manush,2014,150,7.2,26,1624,2
Parichay,1972,145,7.5,818,8915,5
Har Har Mahadev,1950,137,6.6,7,10,5
Runway,2004,120,6.7,576,1524,9
Shri Krishna Rukmini Satyabhama,1971,120,8.3,14,0,6
Maska,2018,120,6.6,27,58,10
Sargam,1995,120,7.7,64,8,19
Khoey Ho Tum Kahan,2001,130,7.8,49,824,19
Uranga Puli,2019,120,5.0,0,8,16
Mangalya Balam,1985,120,5.0,0,0,17
Leeyaanns,2018,120,5.0,0,8,9
"Ready, Steady, No!",2019,120,7.8,49,5,19
Satya 2,2013,142,5.9,930,168,16
 Mullah Nasruddin,1990,120,5.0,0,5,19
Kandahar,2010,150,3.4,332,18,9
Paribesh,1980,120,5.0,0,0,2
Shaheed Teetumeer,1969,120,5.0,0,412,19
Parrot at the Milk Bar,2014,80,5.0,0,78,19
Indiramma,2003,120,5.0,0,1,17
Pillalu Techina Challani Rajyam,1960,120,5.0,0,8,17
 Alif Laila,1997,120,5.0,0,210,19
Bhakta Raghunath,1951,120,5.0,0,8,2
Pilla Nuvvu Leni Jeevitham,2014,160,6.1,306,1819,17
Iruttu Araiyil Murattu Kuthu,2018,119,4.2,775,13,16
Nanu Ki Jaanu,2018,133,5.9,944,5813,5
Samudra,2010,120,6.8,10,8,10
Rajrani Meera,1933,120,5.0,0,8,5
Naanu Nammudugi Kharchgond Mafia,0,120,5.0,0,6,6
Sultana,1934,120,5.0,0,0,5
Gandhiji My Mentor,2016,97,7.6,28,812,5
Jayam Kondaan,2008,145,6.3,223,119,16
Himmatwali,1947,120,5.0,0,0,5
Jonbai 2,2006,120,5.0,0,5815,1
Jeevithasayam,1974,120,5.0,0,0,17
Vigynani,2014,120,5.0,0,20,16
Jallikattu,2019,95,7.5,6468,1624,9
Manthiran,2005,120,5.0,0,8,16
Town Bus,1955,120,5.0,0,0,16
Bharatheeyam,1997,120,4.1,16,0,9
Yamla Jat,1940,120,6.6,5,0,13
Mangai Maanvizhi Ambugal,2018,93,5.0,0,19,16
Chandra,1948,207,6.9,39,8,16
Kurdai Chu Ma,2019,120,5.0,0,219,11
Tope Ka Gola,1936,120,5.0,0,16,5
Krantiveera,1972,120,8.0,9,0,6
Hitech Students,2003,120,5.0,0,19,17
The Invisible Humans,2020,3,9.9,8,21,9
Y.M.I. Yeh Mera India,2008,137,7.7,904,6824,5
Kuttichattan,1975,120,7.2,10,0,9
Asurakulam,2018,120,5.0,0,24,16
Aaranin Kaaval,2011,120,5.0,0,8,16
En Mana Vaanil,2002,120,5.0,26,519,16
Zimbo Shaher Mein,1960,136,5.4,5,8,5
The Notion,2018,13,7.6,9,218,9
Laal Kabootar,2019,102,7.8,627,624,12
Mahabali,1983,123,6.6,5,0,9
Rajaratha,2018,139,5.1,172,125,17
Deyyam,1996,86,6.4,181,13,17
Chhutir Phande,1975,120,6.6,22,5,2
Anji,2004,148,5.9,559,128,17
Twinkle Twinkle Little Star,2005,120,5.1,7,10,16
Chandamama Kathalu,2014,134,7.2,247,8,17
Billa,2007,130,7.2,6413,1624,16
Sarkar 3,2017,130,4.9,1881,168,5
Krishna Sudama,1945,120,5.0,0,0,5
Amma Ariyathe,2020,22,8.7,7,8,9
Niramaala,1975,120,5.0,0,0,9
Reshma Aur Shera,1971,158,6.8,203,81519,5
Jawaani Ki Khushbu,2001,120,5.0,0,24,5
Agneepankh,2014,130,5.0,0,8,10
Mahaadev,1989,131,5.7,35,18,5
Bachaana,2016,101,6.5,764,125,12
Ek Chitthi Pyar Bhari,1985,139,6.6,14,8,5
Kaalam,1982,120,5.0,0,0,9
Khooni Mahal,1998,120,5.0,0,13,5
Podaa Podi,2012,121,5.4,759,519,16
Sheen,2004,120,6.3,72,18,5
Fauji,1995,120,4.8,12,168,5
Kalathil Sandhippom,2021,138,6.4,473,822,16
Vifreli Vaghan,1985,120,5.0,0,8,4
Marichike,2003,106,5.0,0,8,6
Mooch,2015,143,5.0,0,8,16
Baghi Sipahi,1964,120,5.0,0,0,19
Baba Jani,2018,120,8.4,42,8919,19
Haunted - 3D,2011,143,6.2,2109,11013,5
Chola,2019,120,5.5,281,824,9
Aaj Ka Hindustan,1940,120,5.0,0,0,5
Badguman,1972,120,5.0,0,8,19
The Cure,2019,4,5.0,0,21824,9
Humdum,1984,120,5.0,0,0,5
Abida,1992,120,5.0,0,0,19
Bicchu,0,120,5.0,0,119,2
Half Ticket,2016,112,7.9,202,89,10
Kishen Kanhaiya,1990,160,5.9,612,158,5
Nain Preeto De,1995,120,5.0,0,1819,13
Rowdy Gari Pellam,1991,120,3.4,216,8,17
Saha September,2005,120,5.0,0,0,10
Ogo Bideshini,2011,120,5.0,0,8,2
Sinbad Jahazi,1952,120,4.0,8,2,5
Kalathur Gramam,2017,142,6.3,32,18,16
Iniyoru Janmabhumi,2002,120,5.0,0,0,9
Enakkaga Kaathiru,1981,120,5.0,0,0,16
Pyar Paap Nahin,1988,120,5.0,0,19,5
Gundello Godari,2013,108,4.7,219,2819,17
Adhurs,2010,150,6.7,2351,1524,19
Ollathu Mathi,1967,120,5.0,0,0,9
 Dirilis: Ertugrul,2014,120,8.7,185,128,19
Vadacurry,2014,131,5.3,475,524,16
Zeenat,1945,120,6.8,15,58,12
Mumbaicha Jawai,1971,120,5.0,0,9,10
Bakor Putek,2012,140,6.5,10,5,1
Mama Jee,1964,120,5.0,0,0,13
Zamana 420,1996,120,5.0,0,1,19
Edu Kondalaswamy,1991,120,9.0,5,815,17
Full & Final,2013,150,5.7,26,18,2
Mera Qasoor Kya Hai,1964,120,6.2,13,8,5
Mere Data Garib Nawaz,1994,120,5.0,0,8,5
Prashna Parihara Shala,2019,125,3.7,10,18,9
Gemini,2017,133,5.3,26,8,9
Dak Bangla,1974,120,5.0,0,8,5
Poshter Boyz,2014,135,7.2,236,5,10
Lajo,0,120,5.0,0,8,5
Do Auraten,1937,120,5.0,0,0,5
Ramkudi Jhamkudi,1988,120,5.0,0,19,14
Nirangal,2016,15,5.0,0,218,9
Real Champions,0,120,5.0,0,8,5
Hindustan Hamara,1940,136,5.0,0,0,5
Jawai Vikat Ghene Haye,1973,120,5.0,0,9,10
Destination Zindagi,2021,78,5.0,0,8,5
Aflatoon,1997,153,4.6,1245,156,5
Film Woh,2017,105,5.0,0,589,5
Rupaayi,0,120,5.0,0,158,6
Jaan Se Badhkar,1991,120,5.0,0,8,5
Genadeloos 2: Amber,2020,120,5.0,0,1,16
Punjab Nahi Jaungi,2017,159,7.3,2249,519,12
Mariakutty,1958,120,5.0,0,0,9
My Boyfriend's Girlfriend,2020,130,5.0,0,19,17
Lakshadhikari,1963,157,5.0,0,8,17
Aandhi Toofan,2012,158,5.0,0,81,3
Vasantha Mullai,0,120,5.0,0,24,16
Mayoora Nritham,1996,120,6.9,18,0,9
Laajo,1983,120,7.2,5,168,13
Sound Party,2004,132,5.0,0,8,16
Lukan Michi,2019,90,4.7,54,5819,13
Kalicharan 1988,1988,120,5.0,0,6,16
Usha Kiron,1952,120,5.0,0,0,5
Rocky,2008,120,7.2,66,19,6
Gutiloni rama chilaka,1980,141,5.0,0,8,17
Panjaban -Love Rules Hearts,2010,153,5.2,16,8,13
1888,0,120,5.0,0,824,6
Prabhu Ka Ghar,1945,120,5.0,0,0,5
Vargam,2006,142,6.1,128,16,9
Pudhusa Pootha Rosa,1994,129,5.0,0,8,16
Challani Needa,1968,112,5.0,0,8,17
Supari Surya,2016,142,5.0,0,8,6
Coronavirus,2020,83,6.0,29,8,17
Nateeja,1969,120,4.9,7,18,5
Suicide Club,2021,120,5.0,0,0,17
Satyabhama,1942,183,5.0,0,158,17
Take the Lead,2009,120,5.0,0,218,11
 Madam Secretary,2014,43,7.6,282,8,11
Aahuti,1950,120,5.0,0,0,5
Dadagiri,2007,120,5.0,0,8,6
Ner Ethir,2014,120,7.0,11,0,16
Usko,2014,120,5.0,0,5,17
Suvarna Sethuve,1982,122,5.0,0,0,6
Abhimanyu,2006,120,5.3,14,1,2
Naandi,1964,162,8.3,31,0,6
Main Tera Aashiq,1994,120,5.0,0,19,5
Jonbai 4,2008,120,5.0,0,815,1
Nirvana,1983,120,5.0,0,8,5
Jagathala Prathapan,1961,120,5.0,0,0,16
Aasmaan Se Gira,1992,88,6.9,52,2519,5
Googly,2013,136,7.4,2260,519,6
Vijaypath Ek Mission,2005,120,5.0,0,1,5
Bambai Ki Billi,1936,170,5.0,0,68,5
Penne Nee Vazhga,1967,120,5.0,0,0,16
Mittar Pyare Nu,1975,120,5.0,0,8,13
Futo,2019,70,5.0,0,8,2
Az Madina Ta Madina,2014,35,5.0,0,2115,19
Raakhandar,1982,120,5.0,0,8,10
Ardhangini,0,120,5.0,0,8,2
Cheliya Cheliya Chiru Kopama,2002,120,5.0,0,19,17
Payal,1957,120,6.1,7,89,5
Parwareshghah,2019,90,6.6,548,8,19
Laheri Jeewan,1941,120,5.0,0,0,5
Billa 2,2012,129,6.2,10251,1624,16
Abhisarika,1990,120,5.0,0,0,17
Rajmohol,2005,120,6.7,39,131624,2
Songsar,1968,120,5.0,0,8,2
Towers of Silence,1975,54,7.1,38,8,12
Qila,1998,133,5.1,108,8914,5
Most Eligible Bachelor,2021,170,5.0,0,19,17
Ram Lakhan,1989,174,6.8,2355,158,5
Chai Time Aka Tea Time,2005,40,5.0,0,23,19
Balupu,2013,145,6.1,1107,15,17
Bulbule,2014,119,7.8,25,5,5
Chana o Muktijuddho,2009,70,5.0,0,825,2
Playboy,1978,120,7.7,7,15,19
Ilayaval Gayathri,2018,23,5.0,0,8,9
Ayat,2019,150,5.0,0,12,2
Pinda Vicho Pinda Sunida,2016,120,5.0,0,8,13
Ennum Nanmakal,1991,131,6.6,48,8,9
Aagman,1982,120,4.8,8,8,5
Vamsa Vruksham,1980,120,7.0,33,8,9
The Chase,2021,120,5.0,0,24,9
Hind Ki Beti,1996,120,5.0,0,1,5
22 Days Till The End,0,90,5.0,0,7,19
Chamak Chandni,1957,120,5.0,0,1,5
Kinare Kinare,1963,111,7.1,46,819,19
Thoppil Joppan,2016,129,5.7,2005,58,9
Gundairaj,2010,120,5.0,0,1,3
Priti the dark shadow of society,2021,101,5.0,0,9,5
Gangubai Kathiawadi,2021,120,5.0,0,468,5
Joymakali Boarding,1955,120,5.0,0,0,2
Mighty Raju,2015,60,3.3,19,3120,17
Reinventing the Taliban?,2004,54,5.0,0,7,19
Duratta,2006,95,8.2,77,8,2
Kakkakum Poochakkum Kalyanam,1995,153,5.2,50,519,9
Hear Our Voices,2011,25,6.0,9,721,19
Chor Bazar,1954,127,5.9,23,18,5
Naav Motha Lakshan Khota,1977,120,5.0,0,0,10
Seto Bagh,2015,120,6.7,9,812,11
Manikkuyil,1993,120,5.0,0,0,16
Doraemon: Nobita no Taiyô'ô densetsu,2000,93,7.0,486,325,5
Dandam Dashagunam,2011,143,5.0,0,168,6
Diary,2009,120,5.0,12,16,17
Ektara,1957,120,5.0,0,8,2
Kunba,2014,132,5.0,0,9,5
Sattapadi Kutram,2011,120,4.3,18,1,16
Aamne - Saamne,1967,163,6.5,80,61619,19
Tere Bina Kya Jeena,1989,127,5.0,11,9,5
Sati Sulochana,1969,120,5.0,0,1210,15
Dee Saturday Night,2014,120,5.0,0,8,5
Walton Air Show 2002: TVC Adaptation 2,2002,1,5.0,0,321,19
Raja Simham,1995,120,4.8,6,0,17
November Rain,2007,120,5.0,0,0,9
Mohua Sundori,2015,120,4.6,9,81015,2
Maut,1998,120,4.5,24,13,5
The Pooram at Thrissur,2002,120,5.0,0,218,9
Rebel,2015,120,5.0,0,1,6
Jio Jamai,2020,120,5.0,0,8,2
Pattinapakkam,2018,134,4.1,36,24,16
Honganasu,2008,164,5.0,0,8,6
Kodalu Diddina Kapuram,1970,193,5.0,0,8,17
Kizhake Pogum Rail,1978,125,6.7,53,0,16
Preetam,1971,137,6.2,27,519,5
Alukkoru Aasai,1977,120,5.8,5,0,16
Giraft,1992,120,5.0,0,24,5
Pavitra Hrudayalu,1971,121,5.0,0,8,17
Chinni Chinni Aasaigal,1989,135,5.0,0,8,16
Thiru Kural,0,120,5.0,0,8,16
Chandrahasam,1980,137,7.2,5,8,9
Alimankada,2008,120,7.2,105,11925,16
Aamne - Saamne,1967,163,6.5,80,61619,5
Tevar,2015,157,4.1,2973,1819,5
Khamoshi: The Musical,1996,160,7.5,2737,81519,5
Chaalchitra,1981,92,7.9,93,8,2
Satellite Shankar,2019,135,6.3,877,18,5
Vallavanukkum Vallavan,2018,120,5.0,0,8,16
Shejari,1941,134,7.9,30,8,10
Karry on Katta,2016,143,6.4,8,5,13
Dao Pe Dao,1980,120,5.0,0,1,5
Loving Doll,2012,120,5.0,0,24,5
Thyaagam,1978,155,5.2,5,0,16
Haseena 20/20,2010,120,5.0,0,0,13
Baaraat Company,2017,124,6.3,177,519,5
Radio: Love on Air,2009,105,2.9,305,81519,13
Anubhav: An Actor's Tale,2009,120,5.5,10,819,5
Paritchaikku Neramchu,1982,139,5.8,13,0,16
Keechakaru,2018,120,5.0,0,6,6
Pranayakalam,2007,120,5.3,28,819,9
Eena Meena Deeka,1994,133,4.7,320,156,5
Wafadar,1977,120,5.0,0,1,5
Son of Gangster,2021,120,5.0,0,124,9
Nakshatram,2017,167,4.3,99,1,17
Kiru Minkanaja,2019,137,5.0,0,8,6
Besharam,2016,120,8.4,47,8,19
Kya Kehna,2000,155,5.9,1955,819,5
New York,2009,153,6.8,10408,6824,5
Iru Malargal,1967,171,6.9,17,0,16
Gunaah,1993,117,4.7,79,124,5
Shubho Bibaho,2009,120,5.2,20,8,2
Thenmaangu Paattu Karan,1997,120,5.0,0,0,16
Apon Par,1992,165,4.0,5,8,2
Wall Poster,2008,120,5.0,0,19,17
Mard Ko Dard Nahin Hota,2018,134,7.4,6426,15,5
Shravan Kumar,1948,120,5.0,0,0,5
Ekta Golpo,2018,120,5.0,0,16,2
Idanilangal,1985,140,7.4,27,8,9
Akarsha,0,120,5.0,0,8,16
Aboorva Naagam,1991,140,5.0,0,8,16
Ma Yesto Geet Gauchhu 2,0,120,5.0,0,81519,11
"Nagaraja Cholan MA, MLA.",2013,155,4.2,55,58,16
Palay khan,1990,120,5.0,0,0,19
Pyar Ki Jalan,1993,120,5.0,0,24,5
Hello Guru Prema Kosame,2018,140,7.1,1906,519,17
Dhyanu Bhagat,1978,120,8.5,6,2812,13
