Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Jagadguru Aadi Sankaran,1977,120,8.0,7,0,9
Shanka,1993,146,5.0,0,8,2
Idem Oorura Babu,2001,120,5.0,0,5,17
Sher-e-Jungle,1937,157,5.0,0,0,5
Beauty Parlour,2002,120,5.0,0,24,5
Antha,1981,143,7.5,102,168,6
Ananda Niketan,1991,123,5.0,0,19,2
Aakhri Insaaf,1980,120,4.9,10,116,5
Sundarikutty,2003,120,5.0,7,8,9
Teri Meri Kahani,2016,120,5.0,0,2115,9
Pranali: The Tradition,2008,120,5.9,36,68,5
Five Fingers,2005,150,3.9,66,819,9
Ek-Sho-Noi Dhara,1950,120,5.0,0,0,2
Lapet,2019,132,5.0,0,5819,4
Agni Pareeksha,1951,181,5.0,0,0,17
 Humsafar,2011,37,8.5,21,819,12
Saat Sawal Yane Haatim Tai,1971,120,5.0,0,128,5
Pyasa Badan,2008,120,6.3,6,6,19
Anjaana,1969,152,5.5,46,19,5
Ninne Pelladuta,1968,164,5.0,0,0,17
Bhoola Bhatka,1976,120,5.0,0,168,5
Musafir,2016,148,6.3,896,1624,2
Zevar,1987,120,6.7,38,859,5
Swaarangi,2015,106,7.5,60,268,19
Idhayakkani,1975,161,7.0,36,15,16
Rai-The Living Miracle: Shorter Version,2017,12,5.0,0,721,19
Parthom Pazhaginom,0,122,5.0,0,19,16
Nakhuda,1981,117,6.4,29,8919,5
Puthiyathor Ulagam Seivom,2014,125,5.0,0,8,16
Vimochanam,1939,160,5.0,0,0,16
Paattu Paadava,1995,120,5.0,0,0,16
Chakra,1981,140,6.9,140,1,5
King Solomon,1996,147,3.3,10,0,9
The Ring Around the Rose,2017,120,5.0,0,16,9
Doctor G,0,120,5.0,0,0,5
Kavi Uddheshichathu..?,2016,137,5.5,285,5,9
High Way,1995,150,5.7,81,1624,9
Omanakuttan,1964,120,5.0,0,0,9
Sundori,2018,121,5.0,0,19,2
Utthama Raasa,1993,120,4.7,6,0,16
Naanu Hemanth Avalu Sevanthi,2014,134,5.0,0,8,6
Mahabali,0,120,5.0,0,1,6
Vettaikaaran,2009,166,4.8,3547,1824,16
The Jungle Book,2016,106,7.4,261311,289,6
Ek Tuku Basa,1965,120,7.5,11,8,2
Bhalobasa O Andhakar,1992,137,5.0,0,8,2
Paropakari,1970,120,8.1,11,0,6
Agni Kanya,1990,115,7.4,9,8,2
Anthuleni Katha,1976,120,7.7,81,89,17
Chann Makhna,1968,120,5.0,0,15,13
Shehar Di Kudi,1966,120,5.0,0,8,13
MGR Magan,2021,150,5.0,0,5,16
Resham Filili,2015,152,5.8,106,58,11
Bava Nachadu,2001,120,3.9,77,5819,17
Time,1999,125,4.7,11,8,17
Aduthaduthu,1984,141,5.5,11,8,9
Banjar,2006,25,5.0,0,8,19
Behen Hogi Teri,2017,128,5.5,1834,5,5
Possible,2016,121,5.0,0,0,6
Kottereshi Kanasu,1996,133,7.4,12,0,6
Vasudha,1988,120,5.0,0,8,5
Kalay Naag,2003,120,5.0,0,0,19
Mone Mone,1989,125,5.0,0,819,2
Naa Thammudu,1971,120,5.6,10,0,17
Vasundhara,2014,120,5.0,0,8,6
Sukumarudu,2013,160,5.3,95,8,17
Anukokunda Oka Roju,2005,145,8.0,1535,1624,17
Yuga Purusha,1989,134,7.6,60,8,6
Manku Bhai Foxy Rani,2021,120,5.0,0,8,6
Madari,1950,120,5.0,0,8,13
All Ladies Do It,2020,97,6.7,377,24,5
Door Door Paas Paas,1983,120,5.0,0,8,5
Zubaida,1976,120,5.0,0,0,19
Nari Swargakke Dari,1981,120,5.0,0,0,6
Mummy Mee Ayana Vachadu,1996,120,5.0,0,5,17
Lady Killer,1968,120,5.0,0,61624,5
Vattaram,2006,165,7.3,49,1,16
Laal Batti,2019,130,8.4,5,6,10
Raaz 3: The Third Dimension,2012,139,4.0,3490,131924,5
Fraud Saiyyan,2019,109,4.2,656,58,5
Maarupatta Konangal 1983,1983,120,5.0,0,9,16
Barah by Barah,2021,118,5.0,0,8,5
Sadqay Tumhare,2014,43,7.4,525,19,12
Ice Cream 2,2014,87,3.6,69,1324,17
Zindagi,1942,120,5.0,0,8,5
Sena,2003,155,5.0,0,8,16
Poovampatti,2012,120,5.0,0,8,16
Pyaase Armaan,2002,120,5.0,0,19,5
Isa Khan,1974,120,5.0,0,12,2
Shree Atharvana Prathyangira,2019,122,5.0,0,8,6
Thalakuri,0,120,5.0,0,58,9
Tharam Marindi,1977,143,5.0,0,0,17
Seniors,2011,120,6.3,595,516,9
Kacheri Arambam,2010,158,4.7,79,158,16
Ho Javey Je Pyaar,2014,120,5.0,0,19,13
Ring Tone,2010,118,3.0,12,8,9
Dance Goddess,1987,82,3.3,7,81519,19
Kaatrinile Varum Geetham,1978,125,5.0,0,0,16
Naya Zamana 1939,1939,120,5.0,0,8,5
Kalantaka,0,120,5.0,0,24,6
The Great Indian Road Movie,2019,120,5.0,0,289,9
Mahadaan,1984,120,5.0,0,8,5
Apsara,2002,120,5.0,0,8,9
Humne Pyar Kiya,1991,120,5.0,0,19,5
Vidhyaarthi: The Power of Students,2006,250,5.2,12,1,5
Red (Kannada),2016,105,5.0,0,8,6
Faisala,1982,126,5.0,0,1,2
Darpan Ke Peechhe,2005,88,6.3,13,8,5
Maa Ki Shakti,1996,120,7.8,25,8,5
Devdass parvati,2018,120,5.0,0,8,16
Mano Na Mano,1955,120,5.0,0,8,5
Vanjagan,2006,115,5.0,0,8,16
Bala Gujjar,1973,120,5.0,0,0,13
Morning Walk,2009,105,4.7,61,8,5
Do Matwale,1966,120,5.0,0,1,5
Evaru Monagadu,1968,153,5.0,0,8,17
Karunada Kanda Rajakumara,2018,120,5.0,0,8,6
English,2020,141,5.0,0,8,18
Khan Baloch,1984,120,5.0,0,0,13
Raa Navghan,1976,120,5.0,0,0,4
Rangoon,2017,170,5.6,3856,1812,5
Su Su Sudhi Vathmeekam,2015,132,7.7,1518,8,9
Mr & Mrs Sailaja Krishna Murthy,2004,135,5.6,40,9,17
Sopanam,1993,120,7.0,30,8914,9
Daud Pakad,0,120,5.0,0,1524,4
The White Tiger,2021,125,7.1,45185,68,5
Jai Dhakshineshwari Kali Maa,1996,120,6.8,5,8,5
Pucca Badmaash,1991,120,5.0,0,1,5
Nirmaan,1974,133,7.7,6,8,5
Nanba Nanba,2002,110,5.0,0,8,16
The Last Don,2014,120,5.0,5,6,5
Mahabiplabi Aurobindo,1971,120,5.0,0,8,2
Njaan Samvidhanam Cheyyum,2015,160,4.7,13,89,9
Mogambo,2018,130,5.0,0,8,6
Naila,1965,120,7.9,7,15,12
Aata Majhi Hatli,2016,120,5.0,0,5,10
Poonthalir,1979,120,5.8,5,0,16
Indrasen,1952,120,5.0,0,0,5
Bedhadak,2006,170,5.0,0,8,5
Policewala Gunda,1995,146,5.1,53,18,5
Sangte Aika,1959,157,7.0,10,8,10
Ann Mariya Kalippilanu,2016,127,7.3,1207,58,9
Khatarnak,2006,152,3.6,351,15,17
Home Coming,2000,120,5.0,0,218,9
Krishnarjuna Yudham,2018,156,5.7,1032,15,17
Talambralu,1987,120,5.0,0,0,17
Flop,2015,131,5.0,0,8,6
Political Comedy Show - Kashmir Cause: Keyh Story Aye,2019,34,5.0,0,5,19
Bin Bajawa Sapera,2015,158,5.0,0,819,3
Hosa Belaku,1982,148,8.3,82,819,6
Bistar,1986,127,5.0,0,8,5
Raadha Aur Seeta,1979,109,5.4,7,89,5
Neeyum Njanum,2019,161,5.9,90,819,9
Ganapa,2015,112,6.6,19,619,6
Vanthaan Vendraan,2011,147,3.9,235,1624,16
Sakhi,0,1179,5.0,0,8,5
Heena,1998,120,6.9,23,8,12
Captain Prabhakaran,1991,150,7.1,206,124,16
Nishana,1995,120,5.2,28,89,5
ISIS,2017,92,6.4,18,1,5
Pellikani Pillalu,1961,120,5.0,0,0,17
Miss Top Ten,2008,120,5.0,0,0,19
Socha Na Tha,2014,70,6.9,24,8,12
Satyabhama,2007,120,3.8,8,819,17
Muktisnan,1937,120,5.0,0,8,2
Gurudeva,2005,143,5.0,0,0,16
Oormayilennum,1988,120,5.0,0,0,9
Vilayattu Pillai,1970,167,5.4,7,0,16
Mahassar,1991,120,5.0,0,0,9
Desi Munde,2016,130,5.0,0,15,13
Baharo Phool Barsao,1976,120,5.0,0,0,19
Palle Paduchu,1974,120,5.0,0,0,9
Ullu Ka Patha,2018,15,5.0,0,215,19
Sathyam,1980,120,5.0,0,0,9
An Unspoken Love Story,2015,120,5.0,0,19,5
Guddeda Bhootha,2016,120,5.0,0,13,18
Laaga Chunari Mein Daag: Journey of a Woman,2007,122,5.3,2325,8919,5
Vilai,2010,125,5.0,0,8,16
Choor: Here,2013,120,5.0,0,721,11
Land of the Fireflies,2011,24,5.0,0,21810,19
Naiyya,1979,116,6.8,15,89,5
Ummadi Mogudu,1987,120,5.0,0,0,17
Madhuram,2014,63,8.3,338,81019,17
Mrittudando,1997,120,5.0,0,18,2
Diva Bale Sari Raat,1991,122,5.0,0,8,13
Netaji Palkar,1978,120,5.0,0,4,10
Aamhi Bolato Marathi Movie,2014,120,5.0,0,8,10
Ganga,2015,120,5.0,0,0,6
Vellai Yaanai,0,120,5.0,0,8,16
 Coke Studio,2008,60,6.0,7,14,19
TUC the Lighter Side of Life,2013,50,5.0,0,23,19
Madaari,2016,133,7.6,13456,2824,5
The Killer Inside,2014,120,7.1,18,2113,12
My Love,1970,143,6.9,23,19,5
Mohiniyattom,1976,120,5.0,0,0,9
Haram,2015,73,4.5,170,819,9
General Chakravarthi,1978,140,5.0,0,0,16
Premanjaly,2018,122,5.3,9,8,9
Tata Birla,1996,120,5.9,18,5,16
Doctor Gari Abbai,1988,135,5.0,0,8,17
Bhagat Dhanna Jatt,1974,136,8.2,24,158,13
Paranjoti,1945,120,5.0,0,0,16
Alti,2020,120,8.6,21,8,16
Masoom,1975,120,5.0,0,8,19
Kaliyuga Sutradhari,2021,120,5.0,0,9,17
Protikaarotkoi Protirodh Shreyo,2014,120,5.0,0,321,1
Ettumuttal,1984,120,5.0,0,0,9
Main Sharif Aa,1979,120,5.0,0,0,13
Rumaal,2006,120,5.0,0,2119,1
Hogenakkal,2014,120,5.0,0,8,16
Coolie,1997,120,6.7,17,19,2
Aakhiri Waris,0,120,5.0,0,89,13
Vijay Lakshmi,1943,120,5.0,0,0,5
Chanakya Shapadham,1986,138,5.2,19,119,17
Pakal,2006,120,6.3,16,0,9
Kiska Hai Intezaar,2005,120,5.0,0,819,5
Thaalaattu,1993,120,5.0,0,0,16
Kumbalangi Nights,2019,135,8.6,9899,5819,9
Ghamandee,1981,120,4.8,13,8,5
Shaandaar,2015,144,3.5,5176,5819,5
Ludo,2020,150,7.6,30179,156,5
Shakuntala Devi,2020,127,6.1,8259,48,5
Maragadha Naanayam,2017,150,7.0,1270,2510,16
Ram Raaj,2008,120,4.4,167,1,5
Kabita,1977,146,5.7,11,89,2
Moodila muchata,1985,132,5.0,0,8,17
Avathaaram,1981,120,5.0,0,0,9
Allavudeenum Arputha Vilakkum,1957,191,5.8,8,0,16
Rabhasa,2014,153,4.9,1681,15,17
Changayi,2021,122,5.0,0,8,9
Gambeeram,2004,165,4.5,59,156,16
Aryan,1988,181,7.1,271,18,9
Commander Safeguard,2005,20,7.6,16,312,12
Bahattor Ghonta,2011,53,7.0,6,624,2
Prithviraj,2021,120,5.0,0,1812,5
22G Tussi Ghaint Ho,2015,120,5.7,45,5,13
Maji Sawat Maji Bahin,2008,120,5.0,0,9,10
Naanu Matthu Gunda,2020,139,7.9,52,8,6
Chakravarthy,1991,120,6.9,13,0,9
The King and the Commissioner,2012,183,3.3,414,124,9
Bullet Basya,2015,120,6.3,35,8,6
Badle Ki Raat,1991,120,5.0,0,24,5
Orey Muththam,1980,120,5.0,0,15,16
Bheeshma,2016,153,5.0,0,8,6
Switzerland,2020,138,8.0,70,8,2
Kaalapani,1996,178,8.4,3826,1812,9
Beta,1992,171,6.3,1930,819,5
Tandri,1953,120,5.0,0,15,17
Mangal Khan,1995,120,5.0,0,0,13
Aap Ki Khatir,1977,115,6.3,27,158,5
Aparahnam,1991,116,5.0,0,8,9
Nawab Sirajuddaula,1989,120,7.5,12,12,2
Shabana,1976,140,5.0,0,8,19
Thambikottai,2011,150,3.4,35,1,16
Abbayitho Ammayi,2016,120,6.6,27,19,17
The World of Fashion,2013,120,6.8,6,824,5
Preman,2021,135,5.0,0,8,6
Koi Aap Sa: But Lovers Have to Be Friends,2005,142,5.2,229,5819,5
Zanjeer,1986,120,5.0,0,8,19
Savitri,2016,128,5.7,80,589,17
2 Band Radio,2019,120,5.0,0,5,5
Heerey Manik,1979,120,7.2,8,8,2
Saradaga Kasepu,2010,125,5.6,63,5,17
Jore Barat,1931,120,5.0,0,8,2
Oka Oori Katha,1978,116,7.6,62,58,17
Sugandhavally,2002,120,5.0,0,0,9
Naanu Mattu Varalakshmi,2016,137,5.0,0,8,6
Vakkuruthi,1973,130,5.0,0,0,17
Sambandh - The Relation,2004,120,5.0,0,24,5
Komaali Kings,2018,125,8.8,87,5,16
Saali Ne Kela Ghotala,2009,114,5.0,0,0,10
Sati Savitri,1964,120,6.3,6,10,5
Utho Aur Laro,2015,104,5.0,0,8,5
Ramji Rav Speaking,1989,150,8.5,2857,524,9
Leeches,2016,27,7.2,211,218,19
Saat Kadam,2021,120,6.1,1468,822,5
Pasanga,2009,178,7.7,814,89,16
Mr. Majnu,2019,145,6.0,977,19,17
Yegire Pavurama,1997,142,6.6,32,19,17
Do Naina,1947,120,5.0,0,0,5
Paidagir,1993,120,5.0,0,1,19
Life in the Walled City of Lahore,1991,50,5.0,0,7,19
Uyir Osai,2004,120,5.0,0,8,16
Kuruthi Aattam,0,120,5.0,0,8,16
Khanjar,2003,120,3.3,58,1,5
Godhari Kathalu,2021,120,5.0,0,8,17
Parivaar,1987,120,6.9,49,89,5
Dui Bari,1963,120,5.0,0,8,2
3 Bahadur: Rise of the Warriors,2018,94,7.9,39,312,19
Neend,1959,120,8.3,9,0,19
Aag Aur Toofan,1975,120,5.0,0,1824,5
Adhikaram,1980,120,5.0,0,0,9
Gho Gho Rani,2019,105,9.2,28,1219,5
Rajdhanir Buke,1960,120,7.5,6,15,2
Bin Phere Hum Tere,1979,120,6.7,25,89,5
Muddy,2021,120,5.0,0,124,16
Maa Aur Devar,1978,120,5.0,0,8,5
Watchman Vadivelu,1994,120,5.0,0,8,16
Gramadevathulu,1968,120,5.0,0,0,17
Saheb,2019,142,5.7,144,8,4
Sabash Chandra Bose,0,120,5.0,0,5,9
Manasa Veena,1976,120,5.0,0,0,9
Kuch To Gadbad Hai,2004,120,7.6,38,5,5
Pearl of the Desert,2019,82,6.2,10,7,14
Ganadevata,1979,172,8.2,27,8,2
Meera a Bloody Love Story,2016,144,6.5,11,1624,17
Kalla Parunthu,2012,120,5.0,0,8,16
Tamani,2020,92,5.0,0,6,16
Junglee Bahar,1993,81,5.0,0,21924,5
Davpech,2010,125,6.7,19,8,10
Daivathinte Swantham Cleetus,2013,120,4.7,372,1816,9
Manasu Mata Vinadu,2005,120,5.0,0,19,17
Mitti Na Pharol Jogiya,2015,114,6.5,12,9,13
Do Anjaane,1976,155,6.9,416,8,5
Aramane,2008,142,7.3,59,8,6
Life of Kukku,0,120,5.0,0,5,5
Kalathur Kannamma,1960,176,6.7,120,819,17
Krishna Gopalkrishna,2002,120,4.5,16,8,9
Paisa,1957,120,5.0,0,0,5
Majboor,1989,120,5.3,39,8,5
"LSD: Love, Sex Aur Dhokha",2010,155,7.1,5310,568,5
IK Doli,1982,120,5.0,0,0,13
Cheppu,1987,130,6.8,90,8,9
Shivam,2015,168,5.4,367,1519,17
Trailblazing: The Women of Nepal's Trekking Industry,2005,24,5.0,0,21,11
Cinema Cinema,1986,120,5.0,0,0,16
Luka Chuppi,2019,120,5.0,0,5,5
Commercial Pilot Officer,1963,120,5.0,0,1,5
Always Girls Can,2011,45,7.3,11,18,19
Anamika,2016,120,5.0,0,2115,9
Qatil Dilruba,1989,69,5.0,0,8,5
Dulha,1992,120,5.0,0,8,3
Enga Veetu Ramayanam,1987,126,5.2,6,8,16
Ninaivo Oru Paravai,0,120,5.0,0,8,16
Anarkali,1953,175,7.2,71,121519,5
Tula Kalnnaar Nahi,2017,112,6.8,54,19,10
Manam,2014,163,8.0,10112,5810,17
Sthanarthy Saramma,1966,120,5.0,0,0,9
Shree Partner,2012,125,5.0,0,8,10
George Reddy,2019,153,7.2,582,1,17
Beneath Everest: Nepal Reborn,2010,100,5.0,0,725,11
Maya Jaal,1962,120,5.0,0,1210,5
Karthavyam,1990,152,6.9,86,18,17
Dhuan Hi Dhuan,1994,120,5.0,0,1,5
Aadu 3,0,120,5.0,0,5,9
Padamati Sandhya Ragam London Lo,2017,124,5.0,0,519,17
Thorli Jaau,1982,120,5.0,0,89,10
Haara Dil,2018,120,7.6,7,8,12
Gatmat,2018,117,5.0,0,0,10
Paani,2014,85,5.0,0,5,1
Meri Life Mein Uski Wife,2009,120,4.9,28,58,4
Subhalekha,1982,139,7.3,195,9815,17
Dharmakanya,1968,144,5.0,0,0,10
Captain Magal,1992,137,6.7,31,0,16
Beghum Jaan,2016,120,5.0,0,218,19
Dorangi Duniya,1933,120,5.0,0,0,5
Inspector Rekha,1973,120,5.0,0,24,5
Bindya,1960,120,5.7,12,8,5
Share Bazaar,1997,120,5.4,5,8,5
Club Dancer No.1 Gulabi Raatein,2000,60,5.0,0,15,5
Aasma: The Sky Is the Limit,2009,240,3.8,46,8,5
Chand Chakori,1945,120,5.0,0,8,5
Dil Ka Doctor,1995,120,3.6,20,5,5
Ek Main Aur Ekk Tu,2012,110,5.7,6429,5819,5
Akashdeep,1965,136,6.5,31,8,5
Unni Vanna Divasom,1984,120,5.0,0,0,9
Deccan Queen,1962,120,5.0,0,1,5
Mary Awas Suno,0,120,5.0,0,8,9
Demo Piece,2020,127,5.0,0,8,6
Uncut,0,120,5.0,0,8,2
Karb,2015,120,5.0,0,0,19
Swami Ayyappan,2019,120,5.0,0,8,9
Kunthapura,2013,90,6.7,10,12,6
Bandagi,1971,120,5.0,0,0,19
Mandanmmar Londanil,1983,120,6.8,18,5,9
Desh Bhakta,1940,120,5.0,0,0,5
Jeem Boom Bhaa,2019,118,3.5,65,5,9
Amarshilpi Jakanna,1964,161,7.4,7,0,17
Main Bhi Maa Hoon,1965,120,5.0,0,8,5
Preet Na Karsho Koi,1985,120,5.0,0,19,4
Dilawar,1936,120,5.0,0,0,5
Oru Panchali Vasthralankaram,2016,7,5.0,0,218,9
Pelli Choopulu,1983,120,7.2,5,0,17
Chhorriyan Chhoron Se Kam Nahi Hoti,2019,120,6.7,25,8,5
Legends of Vikasnagar,2021,120,5.0,0,6,5
Aramana Veedum Anjoorekkarum,1996,114,6.3,77,519,9
Bahattar Hoorain,2019,120,8.8,23,5,5
Mumbai Te Mauritius,1991,120,6.5,11,0,10
Roshan Sitara,2012,120,5.0,0,0,19
Gammat Jammat,1987,145,7.5,87,58,10
Pyaasi Atma,1988,120,6.1,7,13,5
Alo-O-Chhaya,1974,120,5.0,0,0,2
Pushpaka Vimanam,2021,120,5.0,0,524,17
Kadugu,2017,115,7.5,507,8,16
Aadhi,2018,158,6.6,1858,124,9
Kinu Gowalar Gali,1964,120,7.0,8,8,2
Naale Njangalude Vivahum,1986,120,5.0,0,0,9
Anjani Putrudu,2009,120,5.0,0,10,17
B Tech Love Story,2017,128,5.0,0,1,17
Jibon Dhara,1988,120,5.0,0,19,2
Naa Pellam Naa Ishtam,1991,120,5.0,0,5,17
Anjana,2010,79,5.0,0,1519,1
Assembly Rowdy,1991,120,5.8,259,18,17
Maun,2013,120,5.0,0,8,11
Jinnat: Documentary,2017,120,5.0,0,2116,19
Guru,2007,166,7.7,22223,8,5
Deewana Mastana,1997,140,6.7,2426,519,5
Nata Ragat Ko,1999,120,7.5,11,0,11
Ori Nee Prema Bangaramkanu,2003,120,5.0,0,19,17
Khalnayak,2004,74,6.5,11,1,5
Navrang,1959,157,6.5,139,81519,5
Chalees Chor,1976,120,5.0,0,1,5
Robin Master,1949,120,5.0,0,8,2
Gumm,2019,113,7.6,29,1819,19
Nagarangalil Chennu Raparkam,1990,155,7.0,205,5,9
Parugu,2008,159,7.1,2559,119,17
Bidda,2008,120,5.0,0,8,6
Black Dhaliya,2009,139,3.4,73,1,9
Devta,1956,178,5.6,15,28,16
Amanat,1955,120,7.1,15,89,5
Aurangzeb,2013,137,6.5,3947,1824,5
Baar Baar Dekho,2016,141,5.3,6301,158,5
PICK POCKET,1989,120,5.0,0,8,5
Kanchana: Muni 2,2011,171,6.5,1475,1513,16
Sri Ramulayya,1999,120,4.8,280,1,17
Ahilya,1936,120,5.0,0,0,2
Mogali Puvvu,0,120,5.0,0,24,17
Paari,2012,120,5.0,0,8,16
Meri Jaan Ki Baazi,2001,120,5.0,0,1,5
Bhoojo to Jeeto,2017,120,5.0,0,611,19
Devar Bhabi,2013,91,5.0,0,815,19
Rail Ka Dibba,1953,120,8.0,36,8,5
Hanthakana Sanchu,1980,120,5.0,0,0,6
Aayushy Kharach khup Sundar Aahe,2015,126,7.2,18,89,10
Premayanam,1988,120,5.0,0,0,17
Karnnor Syndrome,2021,11,5.0,0,215,9
Nabarsiyeki Jhari,2006,34,7.2,10,218,11
Darra,2016,122,5.1,32,8,13
Urakkom Varaatha Rathrikal,1978,120,5.0,0,0,9
Bhanwarey,2017,120,6.8,58,5,5
Alibaba,1940,120,6.0,5,0,13
In Custody,1994,126,7.1,342,58,12
Ziddi Mera Naam,1991,120,5.0,0,0,13
Greeshmam,1980,122,5.0,0,8,9
Iru Methaigal,1984,143,5.0,0,0,16
Meerabai,1947,120,5.0,0,0,4
Nila Kaaikirathu,2014,120,5.0,0,8,16
Gumasta,1953,187,5.0,0,8,17
Laadla,1954,120,5.0,0,89,5
Aatish,2018,120,8.9,26,8,12
Pyaas,1956,120,5.0,0,16,5
Dhouns,2006,123,5.0,0,1,5
Shaadi Kar Lo,1978,120,5.0,0,5,5
Saiqa,1968,145,5.2,5,15,19
Iravum Pagalum Varum,2015,120,5.0,0,16,16
Lakshya 2020,2021,120,5.0,0,24,6
Reincarnation,2019,120,5.0,0,8,5
Maa Ilavelpu,2004,120,5.0,0,9,17
Gambler,1960,120,5.0,0,1,5
Nakshathra Tharattu,1998,120,5.4,65,58,9
Bazaar,1982,120,7.3,466,89,19
Meri Zaat Zarrae Benishan,2009,120,9.1,952,8,12
Dada Khetrapal,1978,120,5.0,0,0,4
Junior Mandrake,1997,130,7.1,200,510,9
Taaqat,1995,180,4.9,88,619,5
Project Kahuta,2021,82,5.0,0,41224,5
Molly Aunty Rocks,2012,128,5.9,232,8,9
Hrudaysparshi,2000,120,5.0,0,8,10
Rudri,2020,120,5.0,0,68,6
Asthamayam,1978,120,5.0,0,0,9
Kudumbam,1984,138,6.4,30,89,16
The Coal Mafiaa,2012,120,5.0,0,1,5
Chechi,1950,120,5.0,0,0,9
Nayok,0,120,5.0,0,8,2
Ek Aur Ek Gyarah: By Hook or by Crook,2003,144,5.2,1869,156,13
Koottathil Oral,2014,120,5.0,0,8,9
Eddelu Manjunatha,2009,120,7.6,211,58,6
Uvaa,2015,138,4.8,143,58,5
Sakhavu,1986,120,5.0,0,0,9
Mamachya Rashila Bhacha,2011,120,5.0,0,5,10
Yaar Des Punjab De,1971,120,5.0,0,0,13
Aatma Gowravam,1966,120,7.3,14,58,17
Tarzan Aur Hercules,1966,120,5.0,0,1,5
1 Percent,2012,38,8.9,8,218,11
Bhobhar - The Live Ash,2012,100,4.9,9,8919,14
Maharasi Vazhga,1976,120,5.0,0,0,16
Sivappu Sooriyan,1983,139,4.9,36,1,16
Minnal Murali,2021,120,5.0,0,2510,9
 Siyaasat,2014,120,5.0,0,12,19
Free Bird,2014,146,5.0,0,9,5
Kurukshetra,1987,133,5.0,0,0,6
Kaakai Chirakiniley,2000,120,4.4,14,0,16
Poocha Kanni,1966,120,5.0,0,0,9
PSPK28,2022,120,5.0,0,1,17
Bhoot,2003,113,6.5,3430,131624,5
An Old Man,2016,25,5.0,0,218,9
Rangeela Raja,2019,162,2.3,212,5,5
Dekhapadhi Bishesh,2019,45,5.0,0,23,11
Rat-Trap,1982,121,7.5,469,8,9
Alo Amar Alo,1971,120,6.5,28,8,2
Baap Bete,1959,120,5.0,0,89,5
Sasu Varchad Javai,1983,120,7.5,15,0,10
Doshi Nirdoshi,1990,120,5.0,0,1,17
Prarthana,1978,120,5.0,0,0,9
Neermathalam,2017,22,5.0,0,8,9
Super Bheem Hawa Mein Halla,2016,120,5.5,11,3,5
John Honai,2015,121,1.9,29,5,9
Anbulla Rajanikant,1984,138,6.2,161,89,16
Mannar Vagaiyara,2018,160,4.8,125,15,16
Lompot,1996,120,5.0,0,1,2
Paap Ki Duniya,1988,168,4.9,100,1819,5
Amoeba,2016,93,5.0,0,8,9
Kuch Dil Ne Kaha,2006,35,7.2,13,8,19
Akhri Muqabla,1989,132,5.7,12,18,5
Bardo,2019,120,5.0,0,21,11
Jurm,2005,150,5.5,475,6816,5
Nedumi,2021,115,5.0,0,18,9
Umbartha,1982,151,6.7,126,8,10
Maner Ajante,2009,141,5.0,0,819,2
The People vs. Lyari Expressway,2002,43,2.5,13,721,19
Aahuti,1992,120,5.0,0,8,5
RangiTaranga,2015,149,8.3,12587,1624,6
Thanga Mama,1985,101,5.0,0,0,16
That's my boy,2015,25,5.0,0,7214,9
Shiv Ratri,1954,120,5.0,0,0,5
Dudde Doddappa,2011,120,5.0,0,8,6
Bhoomiyude Avakashikal,2012,114,7.3,6,8,9
Agni Sakshi,1982,151,6.8,46,8,16
Paadaatha Thaeneekal,1988,120,5.0,0,0,16
Dena Paona,1988,120,5.0,0,8,2
Aamhi Chamakate Taare,2012,126,8.0,5,0,10
Engal Thai,1973,120,5.0,0,8,16
Shahar Se Door,1972,120,5.0,0,8,5
Tum Saath Nibha Letay Agar,2021,120,5.0,0,8,19
Mahanayak,2020,110,5.0,0,1,2
Male,2015,126,6.6,19,5819,6
Shanto Keno Mastan,1998,152,5.7,7,1,2
Nau Mahine Nau Divas,2009,130,6.2,10,5,10
Indulekha,1967,120,5.0,0,0,9
Kombu Vatcha Singamda,0,120,5.0,0,8,16
Lakshminivasam,1968,120,6.3,6,0,17
Vakeel Saab,2021,153,7.6,7705,1824,17
Itha Oru Dhikkari,1981,120,5.0,0,0,9
Zamane Se Kya Darna,1994,172,5.5,64,1819,5
Shri Ganesh Vivah,1955,120,5.0,0,0,5
Zindagi Tamasha (Circus of Life),2019,138,8.1,86,8,13
Lucifer,2019,175,7.5,7713,168,9
Taka Ana Pai,1970,120,8.5,17,89,2
Driver Dilwalo,2007,120,5.0,0,8,4
Kuttram Seiyel,2019,120,5.0,0,16,16
Naagmati Naagwallo,1984,120,5.0,0,0,4
Nenu Maa Aavida,1981,120,5.0,0,5,17
Mandanda,1950,120,5.0,0,8,2
Bhale Chai Boy,2016,72,5.0,0,8922,6
Abida Parveen: Sarapa,2020,5,5.0,0,2114,19
Chandanamazha,2014,120,5.0,8,8,9
Aavash,2015,132,8.0,8,819,11
Peekaboo,2021,120,5.0,0,81624,5
Moonman,2018,120,5.0,0,101319,9
Savale Samali,1971,157,6.5,19,0,16
The Hero: Love Story of a Spy,2003,160,5.3,2105,128,5
Shaadi Se Pahle Tabahi,1992,120,5.0,0,8,5
The Mirage of Dragonfly,2021,90,5.0,0,8,16
Ithoru Bhookambam,1989,120,5.0,0,0,9
Edaal,2016,120,5.0,0,8,16
Pathinonnil Vyazham,2010,120,4.0,8,58,9
Bombay Ka Chor,1962,120,7.1,15,616,5
Mr. Nookayya,2012,140,6.3,930,15,17
